title,created_at,breadcrumb,link,Document Number,Part Number,Version,Category,Product,Business,Series,Document Type,Product code,Document Revision,Brand,maps_link,meta_baseId,meta_clusterId,meta_editorialType,meta_khubVersion,meta_lang,meta_lastEdition,meta_lastPublication,meta_maps_link,meta_openMode,meta_originId,meta_title,meta_mapsId,meta_doctype_prod,meta_dita:ditavalPath,meta_dita:mapPath,meta_docnumber,meta_vrm_version,meta_audience_type,meta_doctype,meta_created_date,meta_dita:id,meta_business,meta_business_ductedsystems,meta_prodname_visonic,meta_category_ductedsystems,meta_category,meta_brand,meta_version,meta_category_bas,meta_permissions,meta_prodname,meta_revised_modified,meta_category_visonic
Reading the Baud Rate of Devices,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: Maximizing and Troubleshooting MS/TP Bus> Reading the Baud Rate of Devices,/reader/tYumkboWc9mtlIaKabcKPQ/uCQB8HLNX2KzpenQjMFGrA,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Correcting Bus Overload Problems,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: Maximizing and Troubleshooting MS/TP Bus> Correcting Bus Overload Problems,/reader/tYumkboWc9mtlIaKabcKPQ/TjoH3AuzQD_H8TC7oYd3zQ,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Correcting Physical Bus Problems,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: Maximizing and Troubleshooting MS/TP Bus> Correcting Physical Bus Problems,/reader/tYumkboWc9mtlIaKabcKPQ/7vvavUVxuYjb6XByiiWxPg,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Common Problems,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: Maximizing and Troubleshooting MS/TP Bus> Common Problems,/reader/tYumkboWc9mtlIaKabcKPQ/GvuzXUXZe09kKq0sYCNUhQ,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Duplicate Addresses,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: Maximizing and Troubleshooting MS/TP Bus> Duplicate Addresses,/reader/tYumkboWc9mtlIaKabcKPQ/BeKsauTnyWD37NV2DTWQpg,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Parameters That Affect MS/TP Communication,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: Maximizing and Troubleshooting MS/TP Bus> Parameters That Affect MS/TP Communication,/reader/tYumkboWc9mtlIaKabcKPQ/8_zQJAxtrwnRb9rZHYmu8w,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Analyze Field Bus Command,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: Maximizing and Troubleshooting MS/TP Bus> Analyze Field Bus Command,/reader/tYumkboWc9mtlIaKabcKPQ/LpgsVP5ARqOrx_U0XdgSSA,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Statistics Attributes,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: Maximizing and Troubleshooting MS/TP Bus> MS/TP Bus Health Factors of the Diagnostics Tab> Statistics Attributes,/reader/tYumkboWc9mtlIaKabcKPQ/tOyGZ9qeq6s5WZNl1k27dw,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Bus Performance Index,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: Maximizing and Troubleshooting MS/TP Bus> MS/TP Bus Health Factors of the Diagnostics Tab> Bus Performance Index,/reader/tYumkboWc9mtlIaKabcKPQ/7XJeFELUlD2yi2vbTt33LQ,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Bus Health Index,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: Maximizing and Troubleshooting MS/TP Bus> MS/TP Bus Health Factors of the Diagnostics Tab> Bus Health Index,/reader/tYumkboWc9mtlIaKabcKPQ/BAwUcZAt2KuCO2fHMMwHPA,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
MS/TP Bus Health Factors of the Diagnostics Tab,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: Maximizing and Troubleshooting MS/TP Bus> MS/TP Bus Health Factors of the Diagnostics Tab,/reader/tYumkboWc9mtlIaKabcKPQ/N952tCPSo25YOlIHqFGi2A,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Maximizing Tips,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: Maximizing and Troubleshooting MS/TP Bus> Maximizing Tips,/reader/tYumkboWc9mtlIaKabcKPQ/xw9ZFyNVKkxtTheZaNyaxQ,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Appendix: Maximizing and Troubleshooting MS/TP Bus,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: Maximizing and Troubleshooting MS/TP Bus,/reader/tYumkboWc9mtlIaKabcKPQ/jXupMw_~ir8Ad~UVZ5PMpg,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Surge Protectors,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: FC Bus Auxiliary Devices> Surge Protectors,/reader/tYumkboWc9mtlIaKabcKPQ/OxLf0hD~uWsJxRN2pdxpLQ,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Modem Set EOL to Out,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: FC Bus Auxiliary Devices> Fiber-Optic Modems> Setting Termination on Fiber Modems> Modem Set EOL to Out,/reader/tYumkboWc9mtlIaKabcKPQ/_~~fahjDXtau3~0K5vzAMw,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Modem Set EOL to In,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: FC Bus Auxiliary Devices> Fiber-Optic Modems> Setting Termination on Fiber Modems> Modem Set EOL to In,/reader/tYumkboWc9mtlIaKabcKPQ/77xCJQM2PdKngNKXa947Ng,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
Setting Termination on Fiber Modems,2020-03-16,MS/TP Communications Bus for the BCPro System Technical Bulletin> Appendix: FC Bus Auxiliary Devices> Fiber-Optic Modems> Setting Termination on Fiber Modems,/reader/tYumkboWc9mtlIaKabcKPQ/tXE~KnEth5vTCSAfLmyYIA,LIT-12011908,Not Specified,4.0,General System Information,BCPro System,Building Automation and Controls,Not Specified,Technical Bulletin,Not Specified,Not Specified,BCPro,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,xvu1578925685249.ditamap,xvu1578925685249.ditamap,BOOK,3.7.16,en-US,2020-03-16,2020-03-16T15:05:41.427319,https://johnsoncontrols.fluidtopics.net/api/khub/maps/tYumkboWc9mtlIaKabcKPQ,FLUIDTOPICS,ab0b07bb4a93661c4b90ea030c2566cc.map,MS/TP Communications Bus for the BCPro System Technical Bulletin,tYumkboWc9mtlIaKabcKPQ,Technical Bulletin,afv1558357657099.ditaval,xvu1578925685249.ditamap,LIT-12011908,4.0,,Technical Bulletin,2018-12-17,tuu1558361348125,Building Automation and Controls,Building Automation and Controls,BCPro System,General System Information,General System Information,BCPro,4.0,General System Information,,BCPro System,2020-03-16,General System Information
